,title,price,original_price,item_url,shipping,timestamp,discount_percentage
16,50-in-1 + Waterproof Case for Gopro Hero  12 11 10 Action Camera Accessory Kit,39.99,39.99,https://www.ebay.com/itm/116174595662?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014464,Shipping info unavailable,2025-03-19 12:58:38,0.0
17,"DJI Osmo Mobile SE Gimbal, 3-Axis, Portable , Foldable, Android , iPhone Gimbal",69.0,69.0,https://www.ebay.com/itm/305001613153?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014464,Shipping info unavailable,2025-03-19 12:58:38,0.0
18,AOCHUAN Smart XE 3-Axis Smartphone Gimbal Stabilizer for iPhone Android Phones,49.0,49.0,https://www.ebay.com/itm/405047322473?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014464,Shipping info unavailable,2025-03-19 12:58:38,0.0
19,DJI Ronin-SC Gimbal Stabilizer Pro Combo Kit,218.0,539.0,https://www.ebay.com/itm/315184070090?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014464,Shipping info unavailable,2025-03-19 12:58:38,59.55
20,"Bose Solo Soundbar 2 Home Theater, Certified Refurbished",149.0,199.0,https://www.ebay.com/itm/167031735841?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014481,Shipping info unavailable,2025-03-19 12:58:38,25.13
21,Onn. Google TV 4K Streaming 4K UHD Resolution 2023 Brand New,26.0,26.0,https://www.ebay.com/itm/225931956556?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014481,Shipping info unavailable,2025-03-19 12:58:39,0.0
22,Dreamlink Dlite W - ACCESSORY OF YOUR CHOICE,69.86,69.86,https://www.ebay.com/itm/254839883292?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014481,Shipping info unavailable,2025-03-19 12:58:39,0.0
23,BenQ GP500  4K HDR LED Smart Home Theater Projector 1500 Lm Auto Focus 1.3x zoom,734.0,734.0,https://www.ebay.com/itm/166398780476?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014481,Shipping info unavailable,2025-03-19 12:58:39,0.0
24,"Buzz TV X5 Android 11 Box, 4K Ultra High Definition - ACCESSORY OF YOUR CHOICE",157.2,157.2,https://www.ebay.com/itm/255942642327?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014481,Shipping info unavailable,2025-03-19 12:58:39,0.0
25,"Apple iPad 9 (2021) 10.2"" 64GB 256GB Space Gray Silver WiFi or Cellular - Good",189.99,189.99,https://www.ebay.com/itm/165337813141?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014454,Shipping info unavailable,2025-03-19 12:58:39,0.0
26,"Samsung Galaxy Tab S8 Ultra 14.6"" 128GB X900 Wifi Only No S-Pen - Excellent",390.0,899.99,https://www.ebay.com/itm/256402595266?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014454,Shipping info unavailable,2025-03-19 12:58:39,56.67
27,"Samsung Galaxy Tab S8 Ultra 14.6"" 128GB X900 Wifi Only - Excellent",437.0,899.99,https://www.ebay.com/itm/256728624782?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014454,Shipping info unavailable,2025-03-19 12:58:39,51.44
28,"Samsung Galaxy Tab S9 FE 5G SM-X518U AT&T Unlocked (Any Carrier) 10.9"" 128GB",274.99,500.0,https://www.ebay.com/itm/204770375443?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014454,Shipping info unavailable,2025-03-19 12:58:39,45.0
29,"NEW Apple iPad 10.9"" - 10th Gen 64GB Wi-Fi - Pink",319.99,349.99,https://www.ebay.com/itm/286305114050?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014454,Shipping info unavailable,2025-03-19 12:58:39,8.57
30,Nintendo new 3DS LL XL Console only Various colors Used RANK A/B Region free,234.99,234.99,https://www.ebay.com/itm/392605432382?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014470,Shipping info unavailable,2025-03-19 12:58:39,0.0
31,PS Vita PCH-2000 Sony Playstation Accessory complete Console Used (Excellent),174.99,174.99,https://www.ebay.com/itm/394111931672?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014470,Shipping info unavailable,2025-03-19 12:58:39,0.0
32,RULE OF ROSE ENG PS2 PAL UK BRAND NEW SEALED 505 GAMES QUALITY CECK CONTROL,262.14,262.14,https://www.ebay.com/itm/256673834870?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014470,Shipping info unavailable,2025-03-19 12:58:39,0.0
33,Sony PS5 Genuine Stick Module CFI-ZSM1G for DualSense Edge NEW FAST SHIPPING,37.5,37.5,https://www.ebay.com/itm/126828529391?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014470,Shipping info unavailable,2025-03-19 12:58:39,0.0
34,"$20 Xbox Live Store USD Card - US Store -  Xbox 360, Xbox One and Xbox Series X",22.99,22.99,https://www.ebay.com/itm/335775804002?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014470,Shipping info unavailable,2025-03-19 12:58:39,0.0
35,Pivo Pod Silver with Remote and Travel Case - Fast Auto Tracking Phone Silver,49.99,49.99,https://www.ebay.com/itm/334638953359?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014474,Shipping info unavailable,2025-03-19 12:58:39,0.0
36,ORIGINAL BATTERY SAMSUNG EB-BN980ABY GALAXY NOTE 20 5G  SM-N980F/DS SM-N981U OEM,28.3,28.3,https://www.ebay.com/itm/135102614669?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014474,Shipping info unavailable,2025-03-19 12:58:39,0.0
37,Genuine / Official Apple iPhone 13 Silicone MagSafe Case / Cover - Blue Jay,44.13,63.62,https://www.ebay.com/itm/374184094391?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014474,Shipping info unavailable,2025-03-19 12:58:39,30.64
38,Apple AirTag Bluetooth GPS Tracker Silver MX532AM/A A2187 For iPhone & iPad,22.95,22.95,https://www.ebay.com/itm/296373153889?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014474,Shipping info unavailable,2025-03-19 12:58:39,0.0
39,Samsung Galaxy Buds Pro R190 - Good,32.79,32.79,https://www.ebay.com/itm/255868807492?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014474,Shipping info unavailable,2025-03-19 12:58:39,0.0
40,Taramps DS 2000x4 2 Ohms 2000 Watts RMS 4-Channel 500x4 Watts RMS Class D,217.99,217.99,https://www.ebay.com/itm/354493911383?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014450,Shipping info unavailable,2025-03-19 12:58:40,0.0
41,WOLFBOX G840S 12”Mirror Dash Cam 4K Rear View Mirror Dash Camera Front and Rear,64.99,104.99,https://www.ebay.com/itm/225914453447?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014450,Shipping info unavailable,2025-03-19 12:58:40,38.1
42,"REDTIGER Dash Camera 4K Front and Rear Dash Cam Built-In WiFi & GPS, App control",69.99,129.99,https://www.ebay.com/itm/285933024479?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014450,Shipping info unavailable,2025-03-19 12:58:40,46.16
43,REDTIGER F9 4K Dash Cam Front and Rear Dash Camera WiFi GPS with Free 32GB Card,59.99,119.99,https://www.ebay.com/itm/285572040505?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014450,Shipping info unavailable,2025-03-19 12:58:40,50.0
44,"10"" Android 13 Double 2Din Car Stereo CarPlay GPS Navi WiFi BT RDS 2+32GB Radio",54.99,54.99,https://www.ebay.com/itm/156119116841?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014450,Shipping info unavailable,2025-03-19 12:58:40,0.0
45,"Seagate IronWolf 12TB 7200RPM SATA 6Gb/s 256MB 3.5"" NAS Hard Drive ST12000VN0007",133.99,133.99,https://www.ebay.com/itm/166672350380?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014456,Shipping info unavailable,2025-03-19 12:58:40,0.0
46,"Seagate IronWolf Pro 10TB 7200RPM SATA 6Gb/s 256MB 3.5"" NAS HDD - ST10000NE0004",128.99,128.99,https://www.ebay.com/itm/167272951826?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014456,Shipping info unavailable,2025-03-19 12:58:40,0.0
47,"Seagate Exos 28TB 7.2K RPM SATA 6Gb/s 3.5"" Enterprise HDD - ST28000NM000C",334.99,334.99,https://www.ebay.com/itm/296879436001?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014456,Shipping info unavailable,2025-03-19 12:58:40,0.0
48,MSI SPATIUM Series M482 M.2 2280 2TB PCI-Express 4.0 x4 Internal Solid State Dri,152.99,152.99,https://www.ebay.com/itm/386842541654?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014456,Shipping info unavailable,2025-03-19 12:58:40,0.0
49,Team Group 1TB MP33 M.2 2280 PCIe 3.0 NVMe 3D NAND Internal Solid State Drive...,50.99,70.99,https://www.ebay.com/itm/303313868150?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014456,Shipping info unavailable,2025-03-19 12:58:40,28.17
50,"HP OfficeJet 250 Mobile All-in-One Printer | Mobile Print, Scan, Copy | CZ992A",389.99,489.99,https://www.ebay.com/itm/155769674699?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472,Shipping info unavailable,2025-03-19 12:58:40,20.41
51,New Zebra ZD421 Direct Thermal Desktop Label Printer 203 dpi No Ribbon Required,299.0,499.0,https://www.ebay.com/itm/116462122244?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472,Shipping info unavailable,2025-03-19 12:58:40,40.08
52,New Zebra ZD421 ZD4AH42-D01E00EZ Direct Thermal Label Healthcare Printer 203 dpi,399.0,669.0,https://www.ebay.com/itm/116415636410?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472,Shipping info unavailable,2025-03-19 12:58:40,40.36
53,50Y0096 POS Thermal Printer Print Head for IBM SureMark 4610-1NR 4610-1ND 203dpi,25.31,25.31,https://www.ebay.com/itm/133777216696?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472,Shipping info unavailable,2025-03-19 12:58:40,0.0
54,Sony MDR-7506 Professional Studio Wired Headphone Headset,59.79,59.79,https://www.ebay.com/itm/356129102114?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460,Shipping info unavailable,2025-03-19 12:58:40,0.0
55,"NEW, Apple iPod Classic 7th Generation 160GB Black( Retail box)-5 years Warranty",179.09,179.09,https://www.ebay.com/itm/145942297127?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460,Shipping info unavailable,2025-03-19 12:58:40,0.0
56,Sony WF-1000XM5 Truly Wireless Bluetooth Noise Canceling Headphones - Black,112.99,299.99,https://www.ebay.com/itm/276015021037?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460,Shipping info unavailable,2025-03-19 12:58:40,62.34
57,Bose SoundSport Wired 3.5mm Jack Earphones Headphones Earbuds Charcoal-Black,29.8,29.8,https://www.ebay.com/itm/356129102581?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460,Shipping info unavailable,2025-03-19 12:58:40,0.0
58,"JLab Go POP+ True Wireless Bluetooth Earbuds, iOS, Android, Headphones",20.0,25.0,https://www.ebay.com/itm/334666199288?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460,Shipping info unavailable,2025-03-19 12:58:40,20.0
59,Canon RF 28-70mm f/2.8 IS STM Lens Canon RF,999.0,999.0,https://www.ebay.com/itm/286086611827?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476,Shipping info unavailable,2025-03-19 12:58:40,0.0
60,32mm to 37mm Step Upping Cover Adapter Cover Lens Adapter Filter Camera,3.49,3.49,https://www.ebay.com/itm/394158348565?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476,Shipping info unavailable,2025-03-19 12:58:41,0.0
61,Mamiya / Phaseone 645 Zoom-AF 55-110 4.5 - Top Zustand! RAR,545.26,545.26,https://www.ebay.com/itm/186758103412?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476,Shipping info unavailable,2025-03-19 12:58:41,0.0
62,"Lomo Smena T-43, 4/40mm, für M39 | Vintage lens",75.4,75.4,https://www.ebay.com/itm/305881462174?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476,Shipping info unavailable,2025-03-19 12:58:41,0.0
63,"Schneider-Kreuznach Radionar 1:4,5/105mm, für M42 | Vintage lens",75.4,75.4,https://www.ebay.com/itm/305874397733?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476,Shipping info unavailable,2025-03-19 12:58:41,0.0
64,Sony MDR-7506 Professional Studio Wired Headphone Headset,59.79,59.79,https://www.ebay.com/itm/356129102114?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488,Shipping info unavailable,2025-03-19 12:58:41,0.0
65,Taramps DS 2000x4 2 Ohms 2000 Watts RMS 4-Channel 500x4 Watts RMS Class D,217.99,217.99,https://www.ebay.com/itm/354493911383?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488,Shipping info unavailable,2025-03-19 12:58:41,0.0
66,"NEW, Apple iPod Classic 7th Generation 160GB Black( Retail box)-5 years Warranty",179.09,179.09,https://www.ebay.com/itm/145942297127?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488,Shipping info unavailable,2025-03-19 12:58:41,0.0
67,"Bose Solo Soundbar 2 Home Theater, Certified Refurbished",149.0,199.0,https://www.ebay.com/itm/167031735841?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488,Shipping info unavailable,2025-03-19 12:58:41,25.13
68,WOLFBOX G840S 12”Mirror Dash Cam 4K Rear View Mirror Dash Camera Front and Rear,64.99,104.99,https://www.ebay.com/itm/225914453447?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488,Shipping info unavailable,2025-03-19 12:58:41,38.1
69,Otto the Rhino DVD 2012 Animated English Version BRAND-NEW Sealed 9z,8.88,24.95,https://www.ebay.com/itm/176906606227?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014458,Shipping info unavailable,2025-03-19 12:58:41,64.41
70,4 Movie Collection Comedy Life / Roscoe Jenkins / Bulletproof / Major Payne 9z,11.57,28.95,https://www.ebay.com/itm/176908198807?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014458,Shipping info unavailable,2025-03-19 12:58:41,60.03
71,"Out Of Liberty DVD With Brandon Ray Olive , 2019, Brand New Sealed FREE SHIP 9z",8.88,19.95,https://www.ebay.com/itm/405628490138?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014458,Shipping info unavailable,2025-03-19 12:58:41,55.49
72,Postman Pat-The Movie (DVD 2014) Jim Broadbent- Rupert Grint- David Tennant  9z,8.88,19.95,https://www.ebay.com/itm/405628830079?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014458,Shipping info unavailable,2025-03-19 12:58:41,55.49
73,"Police Academy/Police Academy 2 (DVD, 2012, Widescreen) / 2 FILM COLLECTION 9z",8.88,19.95,https://www.ebay.com/itm/405628887425?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014458,Shipping info unavailable,2025-03-19 12:58:41,55.49
74,Lenovo DK1633 40A9 ThinkPad USB-C Dock Station 40A90090US + 90W Power Supply,55.0,55.0,https://www.ebay.com/itm/145072664056?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478,Shipping info unavailable,2025-03-19 12:58:42,0.0
75,"Xiaomi Mi Computer Monitor Light Bar - , Extra Computer Lighting",29.99,29.99,https://www.ebay.com/itm/126003498904?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478,Shipping info unavailable,2025-03-19 12:58:42,0.0
76,For iPad Pro 11'' (M4 2024) Case | Ringke [Fusion Sketch Stand] for Drawing,35.99,40.99,https://www.ebay.com/itm/256583927129?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478,Shipping info unavailable,2025-03-19 12:58:42,12.2
77,For iPad Pro 11'' (4/3/2/1) Case | Ringke [Fusion Sketch Stand] for Drawing,32.99,37.99,https://www.ebay.com/itm/266921467304?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478,Shipping info unavailable,2025-03-19 12:58:42,13.16
78,For iPad 10th (2022) Generation Ringke | [FUSION & FUSION OUTSTANDING COMBO],31.99,59.99,https://www.ebay.com/itm/266103967289?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478,Shipping info unavailable,2025-03-19 12:58:42,46.67
79,Apple iPhone 14 Pro 128GB Unlocked - Excellent,446.95,446.95,https://www.ebay.com/itm/405469724990?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466,Shipping info unavailable,2025-03-19 12:58:42,0.0
80,Apple iPhone 13 128GB Unlocked - Excellent,291.95,291.95,https://www.ebay.com/itm/404240045218?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466,Shipping info unavailable,2025-03-19 12:58:42,0.0
81,Apple iPhone 13 128GB Unlocked - Excellent,301.99,301.99,https://www.ebay.com/itm/256350256024?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466,Shipping info unavailable,2025-03-19 12:58:43,0.0
82,Apple iPhone 13 Pro 256GB Unlocked - Excellent,402.95,402.95,https://www.ebay.com/itm/386146593917?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466,Shipping info unavailable,2025-03-19 12:58:43,0.0
83,Apple iPhone 15 Pro 512GB ( Unlocked) US E-Sim Version. Excellent,709.99,709.99,https://www.ebay.com/itm/156119977855?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466,Shipping info unavailable,2025-03-19 12:58:43,0.0
84,"Lenovo LOQ 15.6"" FHD 144Hz Gaming Laptop i5-12450HX 12GB RAM 512GB SSD RTX 3050",599.99,880.99,https://www.ebay.com/itm/126480962681?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490,Shipping info unavailable,2025-03-19 12:58:43,31.9
85,"Seagate IronWolf 12TB 7200RPM SATA 6Gb/s 256MB 3.5"" NAS Hard Drive ST12000VN0007",133.99,133.99,https://www.ebay.com/itm/166672350380?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490,Shipping info unavailable,2025-03-19 12:58:43,0.0
86,Intel Xeon Gold 6254 3.1GHz 24.75MB 18-Core 200W FCLGA3647 SRF92,245.0,245.0,https://www.ebay.com/itm/235898025773?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490,Shipping info unavailable,2025-03-19 12:58:43,0.0
87,"Lenovo LOQ-E 15.6"" FHD 144Hz Gaming Laptop i5-12450HX 8GB RAM 512GB SSD RTX 2050",499.99,699.99,https://www.ebay.com/itm/126754097392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490,Shipping info unavailable,2025-03-19 12:58:43,28.57
88,MacBook Air 15-inch 2024 M3 / 16GB RAM / 512GB SSD / 10-Core GPU / Midnight,1.0,1.0,https://www.ebay.com/itm/256520205430?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490,Shipping info unavailable,2025-03-19 12:58:43,0.0
89,"Klipsch R-120SWi 12"" High-Performance Wireless Subwoofer",159.99,179.99,https://www.ebay.com/itm/365374754988?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,Free shipping,2025-03-19 11:05:00,11.11
90,Apple iPhone 14 128GB Network Unlocked Very Good Condition,304.99,749.0,https://www.ebay.com/itm/355095070816?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,Shipping info unavailable,2025-03-19 11:05:00,59.28
91,Apple iPhone 14 Pro Max 128GB Network Unlocked Very Good Condition,509.99,509.99,https://www.ebay.com/itm/355094939620?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,Shipping info unavailable,2025-03-19 11:05:01,0.0
92,Apple iPhone 14 Pro Max 256GB Unlocked Very Good Condition,539.99,539.99,https://www.ebay.com/itm/355896538160?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,Shipping info unavailable,2025-03-19 11:05:01,0.0
93,Apple iPhone 14 Pro A2650 256GB Unlocked Very Good Condition,439.99,999.0,https://www.ebay.com/itm/355896536737?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,Shipping info unavailable,2025-03-19 11:05:01,55.96
94,Apple iPhone 13 A2482 128GB Network Unlocked Very Good Condition,259.99,699.0,https://www.ebay.com/itm/354393355064?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,Shipping info unavailable,2025-03-19 11:05:01,62.81
95,Apple iPhone 14 Pro A2650 128GB Network Unlocked Very Good Condition,414.99,899.0,https://www.ebay.com/itm/354954088639?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,Shipping info unavailable,2025-03-19 11:05:01,53.84
96,"Lenovo - Legion 7i 16"" Gaming Laptop WQXGA - Intel 14th Gen Core i7 with 16GB...",164.99,164.99,https://www.ebay.com/itm/326094965111?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,Free shipping,2025-03-19 11:05:01,0.0
97,"HP - Envy 2-in-1 14"" Full HD Touch-Screen Laptop - Intel Core 5 - 8GB Memory ...",164.99,799.99,https://www.ebay.com/itm/196337568322?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,Free shipping,2025-03-19 11:05:01,79.38
98,Apple iPhone 15 Pro A2848 128GB Unlocked - Very Good Condition,589.99,589.99,https://www.ebay.com/itm/356227875584?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,Shipping info unavailable,2025-03-19 11:05:01,0.0
99,Apple iPhone 15 Pro Max 256GB Unlocked - Excellent Condition,759.99,759.99,https://www.ebay.com/itm/355685725411?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,Shipping info unavailable,2025-03-19 11:05:01,0.0
100,Google Pixel 7 Pro 128GB Unlocked - Good,224.99,899.0,https://www.ebay.com/itm/256301482955?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,Shipping info unavailable,2025-03-19 11:05:01,74.97
101,Apple iPhone 14 Pro Max 256GB Network Unlocked Excellent Condition,609.99,609.99,https://www.ebay.com/itm/355063742942?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,Shipping info unavailable,2025-03-19 11:05:01,0.0
102,Apple iPad 8 (8th Gen) - (2020 Model) -  32GB - Wi-Fi - A2270 -  Good,152.99,329.0,https://www.ebay.com/itm/364388675100?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,Shipping info unavailable,2025-03-19 11:05:01,53.5
